pt,eta,phi,m
1.05405e+06,1.01193e+06,-0.281725,1.28343
324483,208084,-1.00738,-0.988722
112105,85719.6,0.718021,2.17964
42580.8,35451.4,0.615088,1.4808
673184,665811,0.020587,0.786405
683151,93682.7,-2.67473,-2.80239
82513,70399.1,-0.565573,0.996819
44653.7,34751.2,-0.71016,-1.11398
1.22058e+06,563494,1.40761,1.77481
183789,144274,-0.714607,-1.63862
458817,330407,-0.840037,0.899706
345691,265170,-0.752161,-1.66316
130421,31210.9,2.10755,2.07593
2.10002e+06,444196,-2.23504,0.431632
212731,135519,-1.01851,-2.63593
115902,68437.4,-1.10703,0.0916395
367470,360716,-0.129165,1.19239
460974,262506,1.16043,2.9279
190933,180004,0.280021,0.237955
192929,111828,1.13836,-1.02144
337970,98842.7,1.89984,0.937034
112213,50635.4,1.42774,-0.141892
83136,43941.6,-1.24839,2.44383
262128,234864,-0.446753,0.885509
2.85973e+06,185397,3.42804,-1.34758
365247,85781.7,2.12704,-1.06094
234781,66582.1,1.93212,0.415056
2.12943e+06,468978,-2.19377,1.77852
150282,101268,-0.945482,-1.22631
286412,243769,0.578819,-1.98093
377421,169949,-1.43527,2.07503
981586,127827,-2.72693,0.56427
98419.6,97415,-0.136301,-3.13233
675188,63861.5,-3.04904,1.81783
95959.8,53554.8,1.18413,-0.610893
1.2227e+06,711523,1.13301,-0.616551
400837,393417,0.0295766,-2.0919
343473,157441,-1.41238,-1.55817
2.19032e+06,2.0031e+06,-0.413105,1.48371
166880,152058,0.425293,-0.197727
445922,415149,0.380202,0.535649
462829,378758,0.648428,3.02869
378851,323555,-0.51966,-1.02249
343172,216986,-1.02731,1.41349
238198,175081,-0.81827,0.751696
247736,153372,-1.05766,-2.4759
939153,586282,1.04546,-1.54012
331054,53100.8,2.51625,2.23068
544946,44438,3.19774,-1.48096
523224,490949,-0.348338,-0.847585
961523,328898,1.73398,-1.27559
315303,206430,-0.982291,-0.480347
902076,583611,-0.992962,-1.57845
535474,532144,-0.0547335,-0.2889
265713,184440,0.890153,2.8604
47250,32999.2,0.874679,-0.836503
495982,470334,-0.2094,-2.50164
444890,442332,-0.0590716,-1.45324
297663,288720,-0.179977,0.201498
607204,147053,-2.09517,-2.3564
160336,110959,0.899895,0.865415
402278,394870,0.183047,2.08461
196269,145829,0.805745,-2.72726
48260.8,35938.4,-0.795353,-2.19763
407506,372778,0.391444,-0.656939
250965,141305,1.17173,2.05111
77009.3,62789.7,0.646473,0.556546
105973,56152.5,-1.24249,1.29578
925388,717933,-0.741284,-2.46298
710180,467862,0.977431,0.462455
207130,162724,-0.712372,1.46851
378496,52499.3,2.66314,0.865161
47829,46118.9,-0.218288,-1.39171
46704.9,39484,0.592713,1.11456
652289,593187,0.437259,-0.113104
426665,247386,1.13852,-2.39943
217876,196327,0.442496,-1.51703
181269,130477,-0.849184,1.46845
80966.3,65584.4,-0.643187,-2.59598
685066,520308,-0.773178,0.258424
223560,203417,0.434013,-1.52886
1.25208e+06,854014,-0.918379,-1.7168
476283,464580,0.223214,-2.55363
278546,264576,-0.310787,-0.626236
460191,315725,0.912145,0.184611
562107,188716,1.75421,0.954662
1.45697e+06,103148,3.33978,1.29556
104477,94154.4,-0.456092,-2.18041
2.0934e+06,1.62671e+06,-0.736624,1.35557
228797,96663.5,-1.50297,-1.14446
224925,74023.3,-1.77499,-2.26778
528647,330059,1.0434,0.663719
442906,252633,1.15683,-0.0436692
871052,580511,-0.960088,1.26416
348026,138940,-1.56704,-2.69519
209721,76710.3,1.66308,-2.40126
468524,463936,-0.0945491,-0.704548
1.36021e+06,237391,-2.43106,-2.92404
37700.3,34189.6,0.401254,0.0864021
924917,358718,-1.59948,2.83679
456478,340067,0.779939,-1.74981
580175,66799,2.85101,1.45842
67905.1,66467.7,0.175082,1.83757
360836,50199.3,-2.66051,1.80444
508420,32701.5,3.43574,2.44091
292237,289544,0.0442029,2.54225
1.20941e+06,210323,2.43377,0.194575
97860.3,84081.2,-0.547402,1.88269
426073,419066,-0.168585,2.21418
656184,306216,-1.38975,0.0479352
47040.4,40230,0.526354,-2.18458
100154,32208.4,1.79737,-1.24808
840664,655713,-0.732752,0.38235
176756,55445.9,1.82611,-1.99242
594350,424530,0.854339,-0.834575
302794,171123,-1.16058,-1.45189
189853,110029,1.13901,0.860792
1.06833e+06,846638,0.703759,-2.23685
614392,571999,0.360324,2.32597
494669,420888,-0.57932,1.58351
662203,581295,-0.49534,2.42971
633418,547985,0.467546,2.23147
158769,45896.6,-1.91167,2.20251
324060,275614,0.577617,-1.27501
258615,248401,0.248034,2.33216
243192,204132,-0.600336,3.1015
790833,698878,0.498588,-2.01487
439155,388254,-0.497389,2.78944
321336,248164,-0.743353,-0.642482
1.04027e+06,446106,-1.48964,0.0294144
163462,162331,0.048627,-3.05494
511472,31673.4,-3.47398,-3.05945
71274.2,28484.1,-1.56393,-1.01264
559453,448037,-0.681306,-0.46621
123986,100511,-0.643188,0.976825
103019,97852.4,0.19929,-0.84205
90504.1,56227.3,1.0461,1.24109
721070,589680,0.654138,1.96576
178973,77175.1,-1.48064,1.04184
712255,701348,0.167021,-0.323619
651836,604831,-0.381783,-2.68647
700135,654398,-0.287,-2.55525
422891,144295,-1.73488,3.04749
208148,37541,2.39637,1.55803
42243.4,35974.5,-0.556011,-1.6025
148798,34198.9,-2.14963,-2.2021
2.06142e+06,823130,-1.56683,-0.43031
552430,103473,2.35884,-2.8479
587822,378862,-1.00088,-0.701909
144982,134001,-0.367207,-1.51455
446344,67066.2,-2.58186,-0.0833371
545963,538032,0.158708,-1.15879
1.50695e+06,82432.1,-3.59821,2.318
737856,628531,0.552088,-2.42208
286199,114661,1.56427,-0.959805
1.1462e+06,1.03468e+06,0.456335,-2.99752
152313,96479.7,1.01799,-1.30527
1.52144e+06,439606,-1.91268,-2.05282
403753,383923,0.295412,1.14324
236564,215589,-0.427666,-1.33335
582740,548548,-0.347317,-2.11647
209942,108046,-1.27102,-0.87092
134782,83432.5,-1.04893,-0.0359874
73353.2,72174.8,0.0302033,-1.31464
842281,418366,-1.32206,-1.26704
315929,306092,0.229697,-0.381767
633559,570037,-0.460227,-1.04172
965804,93393.3,-3.0268,0.235121
1.06427e+06,896641,-0.594609,0.936802
109843,109334,0.0658781,-1.808
1.8628e+06,704618,-1.62406,2.52834
998940,471075,1.382,1.95353
469933,269010,-1.15174,-1.25288
470484,451588,0.177997,-1.84255
385982,274226,0.844116,-1.35204
1.34462e+06,561243,1.5096,-2.03313
455145,115186,2.04915,-1.5716
1.5907e+06,78448.3,3.702,1.48771
59350.2,49854.3,-0.597793,3.1387
48753,45104.4,0.388024,-0.206037
1.76919e+06,1.3027e+06,0.790076,2.52475
294233,246350,0.604624,-3.10004
370556,195193,-1.25177,2.69866
556310,546944,0.150684,0.761887
406135,166112,1.5415,-1.79068
721034,662775,-0.339812,1.35393
54057.9,50226.9,-0.350345,0.671021
63982.9,47163.5,-0.810319,-1.83786
242252,235379,-0.21554,-0.117476
1.2624e+06,212018,-2.46962,-0.410268
1.03586e+06,107198,-2.95853,0.321915
691711,541041,0.727113,2.24081
274311,124318,1.41781,-1.67163
303499,253300,-0.605834,1.47759
1.16299e+06,243983,2.24283,2.54815
90910.3,48143.2,-1.23982,2.914
187677,45103.2,-2.10152,-2.4568
945917,604079,0.998563,-2.5416
380055,371156,-0.142163,1.22473
469449,410062,-0.500307,2.98969
204994,138110,-0.93617,2.22527
46842.9,45876.4,-0.150434,2.34047
42605.7,38299.5,-0.457652,-1.29419
615338,446681,-0.840211,-0.542856
250726,212327,-0.583574,1.95138
873845,764625,-0.499953,-2.36002
291263,139491,-1.36381,0.802675
324481,49842.9,2.55994,-2.52446
373010,43390.4,-2.8409,0.710073
822536,808037,0.178416,-1.95853
142003,125288,-0.494241,0.813965
53514.2,24729.8,-1.39406,2.98134
770916,514531,-0.960198,-1.75114
322182,201472,1.04311,0.286363
631616,622181,-0.132391,0.958392
642390,334556,1.26063,-3.13323
330129,318638,-0.254093,-2.49176
521184,482885,-0.378568,-2.74805
1.02577e+06,492947,1.36058,2.09723
265167,172161,-0.990628,1.67199
250068,134180,-1.23267,0.756362
271507,80117.9,1.88927,1.14758
648253,591707,-0.418372,-0.0360708
382756,369041,0.0847866,-0.737425
608452,332736,-1.20902,-0.735972
783755,738389,-0.32138,0.875242
132165,101113,0.750587,2.51734
1.52368e+06,464051,-1.85638,-0.454163
115653,71907.2,-1.04582,-0.509346
47677.5,38207.2,0.664923,1.44474
1.15234e+06,712146,-1.06094,0.443278
813962,638584,-0.723007,-0.598681
403050,153612,1.61536,-2.60509
309504,62088.2,-2.28894,1.80344
806265,499159,1.05419,-1.8674
105949,70274.4,-0.956516,-0.623762
317773,312386,0.177628,-1.4586
184924,165536,0.466026,-2.72169
160560,87847.1,1.20898,1.19604
58475,25232.7,1.47294,-0.0961505
850473,474013,1.18493,-0.349319
186113,138194,0.806492,-1.21131
951591,630472,-0.9664,-2.47833
252025,65910.8,-2.01562,0.426439
52335.6,51719.8,0.0685889,-0.671999
37608.8,30232.8,-0.67757,-0.601901
555787,552568,-0.0677487,0.286729
110622,107434,0.20223,-2.00599
86021.7,75000.1,0.522037,3.05178
541249,514967,0.315812,-0.610259
240083,143307,-1.10268,-2.8213
1.82498e+06,1.8124e+06,0.109818,-1.83724
1.00576e+06,124637,-2.77714,0.894848
370661,51744.6,2.6567,2.60534
1.0071e+06,459073,1.42069,-3.11397
259344,119648,-1.40614,-0.588169
95519.4,76205.1,0.683682,2.35428
137947,52857.5,-1.61168,0.526618
184308,39686.8,-2.21576,-2.42629
597936,570274,-0.254674,1.62959
289618,282742,0.181404,0.64603
409478,210558,-1.28164,-1.53634
295035,273220,-0.390737,-2.85201
223863,222196,0.0873738,0.399403
173201,148296,-0.562998,1.48192
172764,67351.4,1.59272,2.1323
103288,49383.8,-1.36256,-0.248156
700817,565654,0.676503,0.267702
45849.9,44774.7,0.189174,-0.239368
1.39581e+06,1.38881e+06,0.00143879,-0.680069
917139,701297,0.764053,-0.333308
1.3877e+06,666612,-1.36215,2.18913
132444,126150,-0.271509,-0.385338
141076,113371,0.675118,2.4432
71027.8,25192.3,-1.69258,2.92757
588853,550274,-0.351227,-1.17882
131633,116739,-0.495812,-1.84803
482978,452222,-0.348229,0.682957
136017,117704,-0.509779,2.96581
773876,442534,1.14266,2.21945
763188,510623,0.95134,1.50434
327627,261655,-0.644436,1.80755
139330,73834.2,1.23653,-3.12011
762958,753015,-0.151965,1.60788
1.02807e+06,452458,1.45834,-0.473082
558550,349448,1.01581,-1.95186
1.29565e+06,534269,-1.53242,-0.950673
220638,68709.5,1.83247,2.99885
49150,33212.4,-0.913074,1.82231
30455.7,30313.9,0.055148,-3.00131
595158,25226.5,3.85354,-0.903382
565684,553251,-0.205583,-0.962083
116264,73435.4,-1.02544,0.266824
1.54696e+06,343689,2.18393,-2.90933
811376,297415,-1.65779,1.06863
285772,147840,-1.27196,0.855014
413482,127396,-1.84299,-1.94539
511834,461151,0.458923,2.50057
253010,245956,-0.00312417,-2.05624
353192,320343,-0.340502,-0.988023
280689,136303,-1.34037,2.0024
108957,102062,-0.343075,-2.57358
109658,93916.5,0.557843,0.326217
286372,204071,0.847883,0.879229
150802,54934.5,1.66099,1.35277
377044,336054,0.385502,-2.61079
217644,191998,-0.454398,-0.847139
171167,34278.6,-2.29037,1.45564
32868.5,26811,-0.659509,-0.156573
752020,450675,1.07208,-1.60204
456104,401090,-0.493112,1.74386
198940,70422.7,1.69827,-1.15912
43511.3,42469.3,0.181547,-2.20703
508971,362415,0.870219,0.62153
620437,525967,0.579963,-1.5324
574668,521735,0.443363,-2.69375
512071,508211,-0.0496626,0.613488
389923,325783,-0.616277,-0.977731
1.06192e+06,319968,1.86611,-3.00112
189156,170732,-0.440417,-0.271304
166737,100002,-1.09829,1.91823
1.25404e+06,698333,1.18358,-1.59451
66978.6,65358,0.160715,2.84122
102103,39072.2,1.61005,-2.48411
771841,768623,-0.0375257,0.918099
1.76728e+06,735499,-1.52304,-2.54753
81859.6,79140.9,-0.0590312,0.154551
1.08973e+06,400612,-1.65787,1.0096
355657,320496,0.44993,2.68604
434242,432376,0.0890871,-1.77701
326067,272927,-0.579614,0.543272
426106,305374,0.853769,-3.09893
88719.2,88473.2,-0.0154092,-0.406099
1.07945e+06,336700,1.82975,-0.0721191
559561,277801,1.32268,0.406604
124965,74765.7,1.09989,-2.87391
160256,56425.7,-1.69959,0.548395
568257,498364,-0.487321,2.03283
193235,59440.9,1.84652,0.0896458
136750,39922.7,-1.90111,0.145979
2.33362e+06,1.05205e+06,1.43196,-2.69333
560918,252573,1.43457,0.90012
460371,386720,0.596534,-0.849882
213435,143748,-0.939264,-3.00589
459815,76501.6,-2.47923,-2.55884
363562,65683.7,2.39452,-2.67298
1.06581e+06,666157,1.04578,0.632279
414696,267478,-1.00394,-0.078178
876347,797478,-0.417087,0.0127211
366804,262241,0.855606,-2.70689
153521,148378,-0.0118541,0.697881
616478,53295.2,3.1392,-0.733149
650656,623591,0.117684,1.90982
183256,102900,1.17599,-0.843786
594258,544301,0.409828,-1.47528
83573.3,47967.1,-1.14436,-1.4984
1.36987e+06,1.145e+06,-0.614275,-1.32751
526136,207454,-1.5818,-2.48956
442592,421073,-0.258943,2.8975
172720,56087.1,-1.78828,0.816894
1.37987e+06,1.05511e+06,0.764266,-0.973879
743223,727626,-0.0889681,2.47411
746999,622291,0.620202,-1.74157
227155,148029,-0.988823,0.469804
592991,578045,0.203681,-1.57743
72068.3,70982,-0.0384054,-0.0475725
66494.3,32018.2,-1.35167,-0.277779
438664,359483,-0.651388,1.09574
2.30456e+06,249381,-2.91375,-2.48713
335995,330564,-0.122274,-0.324971
244429,161645,0.970695,-1.98147
870202,125135,2.62699,0.247243
118389,84955.8,0.853483,-0.250132
177834,75303.6,-1.50112,1.70501
232894,73663.2,1.81727,0.253032
472533,470006,0.0334972,2.09027
268567,113928,1.50053,-0.445035
214930,92028.5,-1.49077,0.104909
135659,32491.4,-2.10439,2.68666
660420,324241,1.33632,1.83064
1.21869e+06,179736,2.60153,2.92444
77584.5,57114.1,-0.805442,1.41395
84124.8,35315,-1.50876,0.999832
1.07823e+06,222895,2.25819,2.83454
543074,216877,1.56805,-2.8038
121767,103386,-0.574387,-2.12755
312391,304476,-0.0169185,-1.39885
164349,146365,-0.445855,2.61069
243644,69774.5,-1.92141,-0.0709432
90043.2,64047.7,-0.859556,-0.484154
318475,240317,0.764936,-1.21378
288735,230420,0.687794,2.87576
200477,54829.9,1.96746,-0.470471
38649.3,37962.8,0.0195564,-2.5303
1.33957e+06,772362,-1.14453,2.13124
334735,252374,-0.785406,-0.838325
140678,54157.4,1.60632,1.76398
268088,242067,-0.442702,-0.111692
231203,184637,0.68368,0.363476
125823,82753.3,0.961515,-0.432269
101201,59993.7,1.1091,1.53234
599566,549741,-0.380317,0.962247
334095,221277,-0.969358,-2.17724
147911,89297.3,-1.08605,-3.04749
1.13542e+06,1.09585e+06,0.24083,-2.06347
58729,57792.9,0.112562,-1.05089
94249,23769.4,-2.05334,-2.68241
2.06052e+06,1.20211e+06,1.1323,0.873258
157945,154211,0.178325,0.479196
627532,433305,0.913989,0.47722
423299,182138,1.48523,-1.71841
524046,504891,0.242326,-2.33652
593573,144836,-2.08769,0.197888
267590,129855,-1.35041,0.0920633
89719.6,57452,1.00802,-2.39527
806903,47195,-3.53115,-1.20189
1.10947e+06,425968,1.60726,-0.321978
270925,92424.1,1.73509,1.53543
93517.8,55448.9,1.11314,-3.111
484915,53450.7,-2.89505,2.3492
294040,52191,2.41348,0.531748
187208,43084.8,2.14804,1.99381
535457,41903.1,3.23919,1.19479
623038,465204,-0.768319,0.339489
302931,242343,0.667764,1.83411
267349,262065,-0.159598,0.117432
383468,213716,1.17915,-1.19076
290006,80954.7,-1.94661,0.596703
503972,56399.4,-2.87993,0.993859
48419.6,45079.3,0.363826,2.93526
882617,664046,0.774781,1.76484
140900,137081,0.191549,-0.409544
546202,448720,0.643307,-1.85204
195853,180288,-0.391754,2.4587
176232,78420.8,-1.44366,1.75794
831431,352819,-1.50049,-1.67371
166098,103570,-1.03005,0.600228
704495,700881,0.0862857,1.63402
856771,533422,-1.04385,-0.623707
356865,124644,-1.71194,-0.733718
475339,110173,-2.14111,-0.260377
487586,102718,2.23755,-2.38259
1.0418e+06,49471.2,3.73984,-1.04751
2.79024e+06,915575,-1.77818,-1.4908
471463,441972,-0.321818,-0.654405
640210,319430,-1.31457,0.549326
76253.4,75496.9,0.0377742,-0.0588756
504329,478395,-0.30647,1.84705
478274,414515,0.523595,1.13381
500080,296440,-1.1089,-2.90448
2.44666e+06,116382,3.73818,0.754619
385190,73026.5,2.34648,0.0541886
631139,530678,-0.577769,1.08117
827296,657502,-0.69556,-1.17666
137095,110296,0.606758,-1.16847
201200,81963.1,-1.53778,-1.55164
2.00144e+06,417031,2.2504,-2.5123
251286,237894,-0.252574,3.10861
39738.8,29730.6,0.769981,-0.0143638
1.23603e+06,973842,-0.714471,2.90207
1.04357e+06,646482,-1.05272,0.847941
468714,452723,0.245112,-0.426321
437126,354100,0.668608,-2.61186
763462,412661,-1.22232,1.45812
292618,124410,-1.49774,-0.645415
222290,75647.3,1.73725,-1.77344
138829,73163.7,1.2552,-0.574365
691397,665378,-0.265604,2.6851
311731,309475,0.0921898,-1.78566
1.23055e+06,44451.3,4.01358,0.168543
718763,459723,1.01588,2.14922
255324,193559,0.755293,0.0665132
111063,109168,-0.0224887,-2.39665
52248.4,42216.8,-0.657001,1.50456
1.04658e+06,487977,-1.39342,1.23405
278145,195171,-0.890372,-0.993136
489390,75067,2.56115,-2.54852
84925.2,71970.5,0.573201,-1.9979
731732,716792,-0.185793,2.44935
213163,33605.3,2.53254,1.16614
1.15222e+06,628632,1.21341,-2.78803
177454,62249.5,1.70622,1.93697
3.03665e+06,516393,-2.45743,-1.91401
398952,383815,-0.243659,1.56325
130573,63716.4,1.33588,-1.24323
62092.8,40617,0.987563,-0.529184
1.14781e+06,363195,1.81529,0.995637
257081,248571,0.255796,-2.00957
1.10707e+06,836739,0.780268,3.07868
319898,130110,1.54818,3.04178
981902,620333,-1.03176,2.16365
844540,443879,-1.25757,-0.460728
295958,253083,0.568271,-0.0942675
1.15531e+06,1.01722e+06,-0.514543,1.11689
296801,39798.4,-2.69767,-0.918613
552712,409522,0.783529,0.870138
212554,135054,-1.00574,-2.7687
53883.7,52069.2,-0.15822,2.42233
745788,433795,-1.13478,0.17635
272108,237021,0.497001,-2.93262
1.03225e+06,440670,-1.49273,-2.40548
897089,518710,-1.1427,0.0949057
519737,477207,-0.327077,2.00583
258532,141878,-1.1887,2.51641
77085.7,68491.8,0.456297,1.0672
625450,602471,0.184823,-1.93521
904467,834073,0.402154,1.78684
360031,353235,-0.0931976,-2.01726
1.78424e+06,690277,1.60085,-1.83381
297457,84242.4,-1.93345,0.324649
1.49835e+06,1.3041e+06,0.531765,-1.33315
965975,395178,1.53878,0.499715
181460,174728,-0.158614,0.187751
154259,110894,-0.852045,-2.90041
103833,35410,-1.73502,3.13314
515924,438850,0.572994,-1.62578
517529,424173,0.645408,-0.589517
154881,152240,0.0878627,0.0986126
439705,98097.3,-2.17938,2.25895
439927,405778,0.356854,2.38431
228029,193711,0.536007,0.853155
154477,75871.5,1.33461,1.69273
231804,61204,-2.00629,2.08632
762476,558791,-0.814153,3.0044
205870,141888,-0.911781,2.076
1.57883e+06,597253,-1.62584,-2.39921
805088,803130,0.0511901,-1.44581
1.21458e+06,280694,2.14394,-2.06705
169458,154991,-0.41077,1.22005
1.23296e+06,633542,1.2831,-0.969288
530841,354118,-0.955125,1.50743
124843,119529,-0.228123,-2.47537
83278.5,77959.8,-0.306452,3.11769
342491,340977,0.0391409,-0.36748
371291,275762,0.80174,-0.910253
160468,147859,0.398257,-2.18003
123125,121442,0.0418323,-1.01482
1.36467e+06,93624.4,-3.3712,1.35167
216555,83180.3,-1.60635,0.102234
142891,62905,1.45983,2.40982
65094.6,59780.9,-0.410847,2.70857
221998,220476,0.0618115,-0.11211
279347,194156,0.873237,0.770547
289511,134093,-1.39831,1.00097
34692.1,31634.6,-0.307204,0.728822
694502,652938,-0.33274,-0.679457
1.00467e+06,450223,-1.43942,-1.85578
323089,182565,1.17086,2.57184
776810,65082.1,3.17081,-0.398112
1.68027e+06,583218,1.71605,2.95531
1.12292e+06,940461,0.598541,2.3536
272872,266250,-0.185477,2.04353
332003,56479.7,2.45589,2.2781
178108,54808.1,-1.84406,0.511748
152994,29532.4,2.32779,-1.01519
717930,540993,-0.784195,-3.08634
513264,454055,0.500739,1.16147
315881,211938,-0.940446,-1.86623
954165,789094,-0.602426,2.6249
866947,662633,0.729829,2.32256
477401,451980,0.319926,-1.82555
176667,97677,1.19629,-0.523079
456695,76529.3,-2.47197,-2.52017
1.44806e+06,1.18256e+06,-0.655299,-3.10569
252021,55010.1,-2.20071,-0.465663
983934,717323,0.836156,0.3437
460515,410863,0.460038,-2.53845
471230,232959,1.32537,2.94722
135784,119826,0.491209,2.35984
142873,51358.7,1.67924,2.15456
481404,338326,0.882152,0.7036
199658,145972,-0.82406,2.78806
292229,122729,-1.51055,-2.60744
1.64957e+06,731106,-1.45179,0.871826
379743,341501,-0.395511,-2.77929
112761,104449,0.380736,-3.0643
109685,97686.6,0.475549,2.08731
945692,879044,0.382791,0.214953
1.38332e+06,743859,-1.23091,3.10048
230609,228061,0.116065,0.151222
165710,151753,0.291479,1.73398
801939,569701,0.872249,0.54632
655645,524448,0.687314,1.96888
128654,101283,-0.71151,3.06006
3.15823e+06,1.20132e+06,1.62099,-1.67058
76424,74722.8,-0.1111,1.43384
364391,346927,0.211519,0.0435587
392661,253687,-0.964965,-2.98666
246438,180383,-0.821205,-1.30308
347835,99192.2,1.92556,-0.353444
866482,844516,-0.161845,1.74794
357517,221805,-1.04334,1.2758
181895,141047,-0.720076,-0.95139
134092,129742,-0.0781444,-2.65276
156487,36556.4,-2.1323,0.690301
38866.8,28572.2,-0.807152,0.53829
596280,505884,0.567773,-2.3926
134383,88825.8,-0.963778,-1.29876
87389.2,79441.2,-0.421478,2.19913
588115,570454,-0.215482,-2.54339
430207,286881,0.956544,-2.67307
371121,245235,0.958408,0.545226
601040,561940,-0.367501,-2.73235
472113,350645,-0.804247,-0.470864
765180,607516,0.701585,-0.686951
545474,176401,1.79206,2.45667
344087,239682,0.897726,-1.97154
250724,228316,-0.43294,0.568058
845916,131387,-2.54899,-0.586992
161269,46731,-1.90926,1.08934
82398.7,45871.7,1.18202,-2.77796
48935.5,43760.8,0.450972,-1.33371
535157,530648,0.122216,-1.40692
813859,203722,2.06182,0.257234
53447.4,36577.4,-0.918606,2.19906
831144,767726,0.398969,-0.196474
88820.4,76245.2,0.553744,-1.00632
304985,30065.4,-3.00726,-0.216485
1.57173e+06,760174,-1.35051,2.23949
708642,414419,-1.12348,-2.00833
